campaign	source_path	line	event_class	matched_token	source_evidence	ownership_unit	review_status
webgpu	renderer/src/ore/wgpu/ore_shader_module_wgpu.hpp	15	destruction-or-release	releases	default; // wgpu::ShaderModule RAII destructor releases	webgpu:ore:shader_module	review-required
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.cpp	24	failure-or-loss	assert	assert(m_wgpuTexture != nullptr);	webgpu:ore:texture	review-required
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.cpp	25	failure-or-loss	assert	assert(data.data != nullptr);	webgpu:ore:texture	review-required
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.cpp	38	failure-or-loss	assert	assert((bpt != 0 || data.bytesPerRow != 0) &&	webgpu:ore:texture	review-required
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	13	destruction-or-release	releases	~TextureWGPU() override = default; // wgpu::Texture RAII destructor releases	webgpu:ore:texture	review-required
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	13	destruction-or-release	~TextureWGPU(	~TextureWGPU() override = default; // wgpu::Texture RAII destructor releases	webgpu:ore:texture	review-required
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	28	destruction-or-release	~TextureViewWGPU(	~TextureViewWGPU() override =	webgpu:ore:texture	review-required
webgpu	renderer/src/ore/wgpu/ore_texture_wgpu.hpp	29	destruction-or-release	releases	default; // wgpu::TextureView RAII destructor releases	webgpu:ore:texture	review-required
webgpu	renderer/src/ore/wgpu/ore_wgpu_layout.hpp	19	mapping-or-host-visibility	map	* builds its layout from the binding map.	webgpu:ore:wgpu_layout	review-required
webgpu	renderer/src/ore/wgpu/ore_wgpu_layout.hpp	276	construction-or-allocation	CreateBindGroupLayout	return device.CreateBindGroupLayout(&bglDesc);	webgpu:ore:wgpu_layout	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	34	thread-or-lock	atomic_draw_path	#include "generated/shaders/wgsl/atomic_draw_path.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	35	thread-or-lock	atomic_draw_path	#include "generated/shaders/wgsl/atomic_draw_path.webgpu_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	36	thread-or-lock	atomic_draw_path	#include "generated/shaders/wgsl/atomic_draw_path.webgpu_fixedcolor_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	37	thread-or-lock	atomic_draw_interior_triangles	#include "generated/shaders/wgsl/atomic_draw_interior_triangles.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	38	thread-or-lock	atomic_draw_interior_triangles	#include "generated/shaders/wgsl/atomic_draw_interior_triangles.webgpu_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	39	thread-or-lock	atomic_draw_interior_triangles	#include "generated/shaders/wgsl/atomic_draw_interior_triangles.webgpu_fixedcolor_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	40	thread-or-lock	atomic_draw_atlas_blit	#include "generated/shaders/wgsl/atomic_draw_atlas_blit.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	41	thread-or-lock	atomic_draw_atlas_blit	#include "generated/shaders/wgsl/atomic_draw_atlas_blit.webgpu_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	42	thread-or-lock	atomic_draw_atlas_blit	#include "generated/shaders/wgsl/atomic_draw_atlas_blit.webgpu_fixedcolor_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	43	thread-or-lock	atomic_draw_image_rect	#include "generated/shaders/wgsl/atomic_draw_image_rect.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	44	thread-or-lock	atomic_draw_image_rect	#include "generated/shaders/wgsl/atomic_draw_image_rect.webgpu_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	45	thread-or-lock	atomic_draw_image_rect	#include "generated/shaders/wgsl/atomic_draw_image_rect.webgpu_fixedcolor_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	46	thread-or-lock	atomic_draw_image_mesh	#include "generated/shaders/wgsl/atomic_draw_image_mesh.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	47	thread-or-lock	atomic_draw_image_mesh	#include "generated/shaders/wgsl/atomic_draw_image_mesh.webgpu_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	48	thread-or-lock	atomic_draw_image_mesh	#include "generated/shaders/wgsl/atomic_draw_image_mesh.webgpu_fixedcolor_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	49	thread-or-lock	atomic_resolve	#include "generated/shaders/wgsl/atomic_resolve.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	50	thread-or-lock	atomic_resolve	#include "generated/shaders/wgsl/atomic_resolve.webgpu_fixedcolor_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	51	thread-or-lock	atomic_resolve_coalesced	#include "generated/shaders/wgsl/atomic_resolve_coalesced.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	52	thread-or-lock	atomic_resolve_coalesced	#include "generated/shaders/wgsl/atomic_resolve_coalesced.webgpu_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	53	thread-or-lock	atomic_init	#include "generated/shaders/wgsl/atomic_init.webgpu_vert.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	54	thread-or-lock	atomic_init	#include "generated/shaders/wgsl/atomic_init.webgpu_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	55	thread-or-lock	atomic_init	#include "generated/shaders/wgsl/atomic_init.webgpu_fixedcolor_frag.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	241	construction-or-allocation	CreateShaderModule	return device.CreateShaderModule(&descriptor);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	251	synchronization-or-submission	flush_uniforms	#include "generated/shaders/flush_uniforms.glsl.hpp"	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	287	construction-or-allocation	Acquire	return wgpu::ShaderModule::Acquire(ret);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	297	thread-or-lock	atomics	case rive::gpu::InterlockMode::atomics:	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	319	failure-or-loss	assert	assert(key << LOAD_STORE_ACTIONS_EXT_COUNT >>	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	322	failure-or-loss	assert	assert(static_cast<uint32_t>(actions) <	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	356	construction-or-allocation	CreateBindGroupLayout	context->m_device.CreateBindGroupLayout(&bindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	372	construction-or-allocation	CreatePipelineLayout	context->m_device.CreatePipelineLayout(&pipelineLayoutDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	415	construction-or-allocation	CreateRenderPipeline	m_renderPipeline = context->m_device.CreateRenderPipeline(&desc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	420	failure-or-loss	assert	assert(m_bindGroupLayout); // We only have a bind group if there is a	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	428	failure-or-loss	assert	assert(framebufferFormat == m_framebufferFormat);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	449	thread-or-lock	atomics	if (interlockMode == gpu::InterlockMode::atomics)	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	597	construction-or-allocation	CreateBindGroupLayout	impl->m_device.CreateBindGroupLayout(&perFlushBindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	621	construction-or-allocation	CreateBindGroupLayout	impl->m_device.CreateBindGroupLayout(&perDrawBindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	623	thread-or-lock	atomics	if (interlockMode == gpu::InterlockMode::atomics)	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	653	construction-or-allocation	CreateBindGroupLayout	impl->m_device.CreateBindGroupLayout(	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	681	construction-or-allocation	Acquire	wgpu::BindGroupLayout::Acquire(wgpuDeviceCreateBindGroupLayout(	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	716	construction-or-allocation	CreateBindGroupLayout	impl->m_device.CreateBindGroupLayout(&samplerBindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	725	construction-or-allocation	CreatePipelineLayout	impl->m_device.CreatePipelineLayout(&pipelineLayoutDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	750	failure-or-loss	assert	assert(idx < m_drawPipelineLayouts.size());	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	754	construction-or-allocation	make_unique	slot = std::make_unique<DrawPipelineLayout>(this, mode);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	775	construction-or-allocation	CreateBindGroupLayout	device.CreateBindGroupLayout(&colorRampBindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	783	construction-or-allocation	CreatePipelineLayout	device.CreatePipelineLayout(&pipelineLayoutDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	797	synchronization-or-submission	flush_uniforms	glsl << glsl::flush_uniforms << '\n';	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	875	construction-or-allocation	CreateRenderPipeline	m_renderPipeline = device.CreateRenderPipeline(&desc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	905	construction-or-allocation	CreateBindGroupLayout	device.CreateBindGroupLayout(&perFlushBindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	920	construction-or-allocation	CreatePipelineLayout	device.CreatePipelineLayout(&pipelineLayoutDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	939	synchronization-or-submission	flush_uniforms	glsl << glsl::flush_uniforms << "\n";	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1037	construction-or-allocation	CreateRenderPipeline	m_renderPipeline = device.CreateRenderPipeline(&desc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1067	construction-or-allocation	CreateBindGroupLayout	device.CreateBindGroupLayout(&perFlushBindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1082	construction-or-allocation	CreatePipelineLayout	device.CreatePipelineLayout(&pipelineLayoutDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1107	synchronization-or-submission	flush_uniforms	glsl << glsl::flush_uniforms << '\n';	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1220	construction-or-allocation	CreateRenderPipeline	m_fillPipeline = device.CreateRenderPipeline(&desc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1224	construction-or-allocation	CreateRenderPipeline	m_strokePipeline = device.CreateRenderPipeline(&desc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1267	failure-or-loss	assert	assert(using_pls(interlockMode));	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1384	synchronization-or-submission	flush_uniforms	glsl << glsl::flush_uniforms << '\n';	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1412	failure-or-loss	assert	assert(interlockMode ==	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1471	thread-or-lock	atomics	case gpu::InterlockMode::atomics:	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1478	thread-or-lock	atomic_draw_path_webgpu_vert	vertexShader = &wgsl::atomic_draw_path_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1481	thread-or-lock	atomic_draw_path_webgpu_fixedcolor_frag	? &wgsl::atomic_draw_path_webgpu_fixedcolor_frag	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1482	thread-or-lock	atomic_draw_path_webgpu_frag	: &wgsl::atomic_draw_path_webgpu_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1487	thread-or-lock	atomic_draw_interior_triangles_webgpu_vert	&wgsl::atomic_draw_interior_triangles_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1491	thread-or-lock	atomic_draw_interior_triangles_webgpu_fixedcolor_frag	atomic_draw_interior_triangles_webgpu_fixedcolor_frag	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1493	thread-or-lock	atomic_draw_interior_triangles_webgpu_frag	atomic_draw_interior_triangles_webgpu_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1498	thread-or-lock	atomic_draw_atlas_blit_webgpu_vert	&wgsl::atomic_draw_atlas_blit_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1502	thread-or-lock	atomic_draw_atlas_blit_webgpu_fixedcolor_frag	atomic_draw_atlas_blit_webgpu_fixedcolor_frag	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1503	thread-or-lock	atomic_draw_atlas_blit_webgpu_frag	: &wgsl::atomic_draw_atlas_blit_webgpu_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1508	thread-or-lock	atomic_draw_image_rect_webgpu_vert	&wgsl::atomic_draw_image_rect_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1512	thread-or-lock	atomic_draw_image_rect_webgpu_fixedcolor_frag	atomic_draw_image_rect_webgpu_fixedcolor_frag	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1513	thread-or-lock	atomic_draw_image_rect_webgpu_frag	: &wgsl::atomic_draw_image_rect_webgpu_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1518	thread-or-lock	atomic_draw_image_mesh_webgpu_vert	&wgsl::atomic_draw_image_mesh_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1522	thread-or-lock	atomic_draw_image_mesh_webgpu_fixedcolor_frag	atomic_draw_image_mesh_webgpu_fixedcolor_frag	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1523	thread-or-lock	atomic_draw_image_mesh_webgpu_frag	: &wgsl::atomic_draw_image_mesh_webgpu_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1529	thread-or-lock	atomic_resolve_webgpu_vert	vertexShader = &wgsl::atomic_resolve_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1531	thread-or-lock	atomic_resolve_webgpu_fixedcolor_frag	&wgsl::atomic_resolve_webgpu_fixedcolor_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1538	failure-or-loss	assert	assert(enums::is_flag_set(	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1543	thread-or-lock	atomic_resolve_coalesced_webgpu_vert	&wgsl::atomic_resolve_coalesced_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1545	thread-or-lock	atomic_resolve_coalesced_webgpu_frag	&wgsl::atomic_resolve_coalesced_webgpu_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1550	thread-or-lock	atomic_init_webgpu_vert	vertexShader = &wgsl::atomic_init_webgpu_vert;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1553	thread-or-lock	atomic_init_webgpu_fixedcolor_frag	? &wgsl::atomic_init_webgpu_fixedcolor_frag	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1554	thread-or-lock	atomic_init_webgpu_frag	: &wgsl::atomic_init_webgpu_frag;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1697	failure-or-loss	assert	assert(vertexShader != nullptr);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1703	failure-or-loss	assert	assert(fragmentShader != nullptr);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1735	failure-or-loss	assert	assert(framebufferFormat == wgpu::TextureFormat::BGRA8Unorm ||	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1857	failure-or-loss	assert	assert(m_contextOptions.compatibilityMode);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1870	thread-or-lock	atomic	"WARNING: atomic mode disabled because deviceLimits.maxStorageBuffersPerShaderStage is not at least 3.");	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1872	thread-or-lock	atomicPLSInitNeedsDraw	m_platformFeatures.atomicPLSInitNeedsDraw = true;	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1905	construction-or-allocation	CreateBindGroupLayout	m_emptyBindingsLayout = m_device.CreateBindGroupLayout(&emptyBindingsDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1911	construction-or-allocation	CreateBuffer	m_nullStorageBuffer = m_device.CreateBuffer(&nullStorageBufferDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1921	construction-or-allocation	CreateSampler	m_linearSampler = m_device.CreateSampler(&linearSamplerDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1938	construction-or-allocation	CreateSampler	m_imageSamplers[i] = m_device.CreateSampler(&samplerDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1963	construction-or-allocation	CreateBindGroup	m_samplerBindings = m_device.CreateBindGroup(&samplerBindGroupDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1997	mapping-or-host-visibility	mappedAtCreation	.mappedAtCreation = true,	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	1999	construction-or-allocation	CreateBuffer	m_tessSpanIndexBuffer = m_device.CreateBuffer(&tessSpanIndexBufferDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2003	mapping-or-host-visibility	Unmap	m_tessSpanIndexBuffer.Unmap();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2008	mapping-or-host-visibility	mappedAtCreation	.mappedAtCreation = true,	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2010	construction-or-allocation	CreateBuffer	m_pathPatchVertexBuffer = m_device.CreateBuffer(&patchBufferDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2017	construction-or-allocation	CreateBuffer	m_pathPatchIndexBuffer = m_device.CreateBuffer(&patchBufferDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2024	mapping-or-host-visibility	Unmap	m_pathPatchVertexBuffer.Unmap();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2025	mapping-or-host-visibility	Unmap	m_pathPatchIndexBuffer.Unmap();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2030	mapping-or-host-visibility	mappedAtCreation	.mappedAtCreation = true,	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2032	construction-or-allocation	CreateBuffer	m_imageRectVertexBuffer = m_device.CreateBuffer(&imageRectVertexBufferDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2036	mapping-or-host-visibility	Unmap	m_imageRectVertexBuffer.Unmap();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2043	mapping-or-host-visibility	mappedAtCreation	.mappedAtCreation = true,	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2045	construction-or-allocation	CreateBuffer	m_imageRectIndexBuffer = m_device.CreateBuffer(&imageRectIndexBufferDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2049	mapping-or-host-visibility	Unmap	m_imageRectIndexBuffer.Unmap();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2061	construction-or-allocation	CreateTexture	m_device.CreateTexture(&gaussianIntegralTextureDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2081	construction-or-allocation	CreateView	m_gaussianIntegralTextureView = m_gaussianIntegralTexture.CreateView();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2090	construction-or-allocation	CreateTexture	m_nullTexture = m_device.CreateTexture(&nullTextureDesc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2091	construction-or-allocation	CreateView	m_nullTextureView = m_nullTexture.CreateView();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2093	construction-or-allocation	make_unique	m_colorRampPipeline = std::make_unique<ColorRampPipeline>(this);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2094	construction-or-allocation	make_unique	m_tessellatePipeline = std::make_unique<TessellatePipeline>(this);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2095	construction-or-allocation	make_unique	m_featherAtlasPipeline = std::make_unique<FeatherAtlasPipeline>(this);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2098	destruction-or-release	~RenderContextWebGPUImpl(	RenderContextWebGPUImpl::~RenderContextWebGPUImpl() {}	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2162	construction-or-allocation	CreateTexture	m_coverageTexture = m_device.CreateTexture(&desc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2163	construction-or-allocation	CreateView	m_coverageTextureView = m_coverageTexture.CreateView();	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2178	construction-or-allocation	CreateTexture	m_clipTexture = m_device.CreateTexture(&desc);	webgpu:renderer:render_context_webgpu_impl	review-required
webgpu	renderer/src/webgpu/render_context_webgpu_impl.cpp	2179	construction-or-allocation	CreateView	m_clipTextureView = m_clipTexture.CreateView();	webgpu:renderer:render_context_webgpu_impl	review-required
