version	upstream_sha	upstream_file	include_line	directive	include_token	include_syntax	active_branch_path	resolution_kind	resolved_source	source_unit	dependency_unit	correspondence_owner	correspondence_evidence	mapping_status	translation_status	translation_disposition	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	16	include	rive/renderer/sk_rectanizer_skyline.hpp	quote	all	upstream-global-source	renderer/include/rive/renderer/sk_rectanizer_skyline.hpp	generic-render-context-contract	existing-rust:crates/nuxie-renderer/src/skyline.rs	crates/nuxie-renderer/src/skyline.rs	rust:crates/nuxie-renderer/src/skyline.rs:1-431	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/render_context.hpp:16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	17	include	rive/renderer/trivial_block_allocator.hpp	quote	all	upstream-global-source	renderer/include/rive/renderer/trivial_block_allocator.hpp	generic-render-context-contract	existing-rust:crates/nuxie-renderer/src/logical_frame.rs	crates/nuxie-renderer/src/logical_frame.rs	rust:crates/nuxie-renderer/src/logical_frame.rs:1-4904	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/render_context.hpp:17
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	18	include	rive/shapes/paint/color.hpp	quote	all	upstream-global-source	include/rive/shapes/paint/color.hpp	generic-render-context-contract	existing-rust:crates/nuxie-render-api/src/lib.rs	crates/nuxie-render-api/src/lib.rs	rust:crates/nuxie-render-api/src/lib.rs:1-4934	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/render_context.hpp:18
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	19	include	array	angle	all	toolchain-header	toolchain:array	generic-render-context-contract	-	toolchain:array	toolchain:array	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/render_context.hpp:19
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context.hpp	20	include	unordered_map	angle	all	toolchain-header	toolchain:unordered_map	generic-render-context-contract	-	toolchain:unordered_map	toolchain:unordered_map	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/render_context.hpp:20
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_helper_impl.hpp	7	include	rive/renderer/render_context_impl.hpp	quote	all	campaign-source	renderer/include/rive/renderer/render_context_impl.hpp	generic-render-context-helper	generic-render-context-impl-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context_helper_impl.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_helper_impl.hpp	8	include	rive/renderer/buffer_ring.hpp	quote	all	campaign-source	renderer/include/rive/renderer/buffer_ring.hpp	generic-render-context-helper	generic-buffer-ring	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context_helper_impl.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_helper_impl.hpp	9	include	chrono	angle	all	toolchain-header	toolchain:chrono	generic-render-context-helper	-	toolchain:chrono	toolchain:chrono	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/render_context_helper_impl.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	7	include	rive/renderer/render_context.hpp	quote	all	campaign-source	renderer/include/rive/renderer/render_context.hpp	generic-render-context-impl-contract	generic-render-context-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context_impl.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	8	include	rive/gpu_texture_format.hpp	quote	all	campaign-source	include/rive/gpu_texture_format.hpp	generic-render-context-impl-contract	generic-gpu-texture-format	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_context_impl.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_context_impl.hpp	11	include	memory	angle	(defined(RIVE_CANVAS))	toolchain-header	toolchain:memory	generic-render-context-impl-contract	-	toolchain:memory	toolchain:memory	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/render_context_impl.hpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_target.hpp	7	include	rive/refcnt.hpp	quote	all	campaign-source	include/rive/refcnt.hpp	generic-render-target	generic-refcnt	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/render_target.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_target.hpp	9	include	rive/math/aabb.hpp	quote	all	upstream-global-source	include/rive/math/aabb.hpp	generic-render-target	existing-rust:crates/nuxie-render-api/src/lib.rs	crates/nuxie-render-api/src/lib.rs	rust:crates/nuxie-render-api/src/lib.rs:1-4934	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/render_target.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/render_target.hpp	10	include	rive/math/simd.hpp	quote	all	upstream-global-source	include/rive/math/simd.hpp	generic-render-target	existing-rust:crates/nuxie-renderer/src/gpu.rs	crates/nuxie-renderer/src/gpu.rs	rust:crates/nuxie-renderer/src/gpu.rs:1-1072	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/render_target.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_buffer.hpp	7	include	rive/renderer.hpp	quote	all	campaign-source	include/rive/renderer.hpp	generic-rive-render-buffer	generic-renderer-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_render_buffer.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_buffer.hpp	8	include	rive/renderer/gpu.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu.hpp	generic-rive-render-buffer	generic-gpu-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_render_buffer.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_factory.hpp	7	include	rive/factory.hpp	quote	all	campaign-source	include/rive/factory.hpp	generic-rive-render-factory	generic-factory-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_render_factory.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	7	include	rive/renderer.hpp	quote	all	campaign-source	include/rive/renderer.hpp	generic-texture-image	generic-renderer-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_render_image.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	8	include	rive/renderer/texture.hpp	quote	all	campaign-source	renderer/include/rive/renderer/texture.hpp	generic-texture-image	generic-texture-image	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_render_image.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_render_image.hpp	10	include	emscripten.h	angle	(defined(__EMSCRIPTEN__))	toolchain-header	toolchain:emscripten.h	generic-texture-image	-	toolchain:emscripten.h	toolchain:emscripten.h	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/rive_render_image.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	7	include	rive/math/raw_path.hpp	quote	all	upstream-global-source	include/rive/math/raw_path.hpp	generic-rive-renderer	existing-rust:crates/nuxie-render-api/src/lib.rs	crates/nuxie-render-api/src/lib.rs	rust:crates/nuxie-render-api/src/lib.rs:1-4934	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/include/rive/renderer/rive_renderer.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	8	include	rive/renderer.hpp	quote	all	campaign-source	include/rive/renderer.hpp	generic-rive-renderer	generic-renderer-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_renderer.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	9	include	rive/renderer/gpu.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu.hpp	generic-rive-renderer	generic-gpu-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_renderer.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	10	include	rive/renderer/draw.hpp	quote	all	campaign-source	renderer/include/rive/renderer/draw.hpp	generic-rive-renderer	generic-render-context-implementation	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_renderer.hpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	11	include	rive/renderer/render_context.hpp	quote	all	campaign-source	renderer/include/rive/renderer/render_context.hpp	generic-rive-renderer	generic-render-context-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/rive_renderer.hpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/rive_renderer.hpp	12	include	vector	angle	all	toolchain-header	toolchain:vector	generic-rive-renderer	-	toolchain:vector	toolchain:vector	prepared	verified	toolchain-provided	cpp:renderer/include/rive/renderer/rive_renderer.hpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/texture.hpp	7	include	rive/refcnt.hpp	quote	all	campaign-source	include/rive/refcnt.hpp	generic-texture-image	generic-refcnt	-	-	prepared	verified	required-source-edge	cpp:renderer/include/rive/renderer/texture.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	5	include	rive/renderer/draw.hpp	quote	all	campaign-source	renderer/include/rive/renderer/draw.hpp	generic-render-context-implementation	generic-render-context-implementation	-	-	prepared	verified	required-source-edge	cpp:renderer/src/draw.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	7	include	gr_inner_fan_triangulator.hpp	quote	all	upstream-global-source	renderer/src/gr_inner_fan_triangulator.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/gr_triangulator.rs	crates/nuxie-renderer/src/gr_triangulator.rs	rust:crates/nuxie-renderer/src/gr_triangulator.rs:1-2591	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/draw.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	8	include	rive_render_path.hpp	quote	all	campaign-source	renderer/src/rive_render_path.hpp	generic-render-context-implementation	generic-rive-render-path	-	-	prepared	verified	required-source-edge	cpp:renderer/src/draw.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	9	include	rive_render_paint.hpp	quote	all	campaign-source	renderer/src/rive_render_paint.hpp	generic-render-context-implementation	generic-rive-render-paint	-	-	prepared	verified	required-source-edge	cpp:renderer/src/draw.cpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	10	include	rive/math/bezier_utils.hpp	quote	all	upstream-global-source	include/rive/math/bezier_utils.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/draw.rs	crates/nuxie-renderer/src/draw.rs	rust:crates/nuxie-renderer/src/draw.rs:1-4182	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/draw.cpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	11	include	rive/math/wangs_formula.hpp	quote	all	upstream-global-source	include/rive/math/wangs_formula.hpp	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/draw.rs	crates/nuxie-renderer/src/draw.rs	rust:crates/nuxie-renderer/src/draw.rs:1-4182	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/draw.cpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	12	include	rive/renderer/texture.hpp	quote	all	campaign-source	renderer/include/rive/renderer/texture.hpp	generic-render-context-implementation	generic-texture-image	-	-	prepared	verified	required-source-edge	cpp:renderer/src/draw.cpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	13	include	gradient.hpp	quote	all	campaign-source	renderer/src/gradient.hpp	generic-render-context-implementation	generic-gradient	-	-	prepared	verified	required-source-edge	cpp:renderer/src/draw.cpp:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	14	include	shaders/constants.glsl	quote	all	campaign-source	renderer/src/shaders/constants.glsl	generic-render-context-implementation	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/draw.cpp:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/draw.cpp	15	include	rive/profiler/profiler_macros.h	quote	all	upstream-global-source	include/rive/profiler/profiler_macros.h	generic-render-context-implementation	existing-rust:crates/nuxie-renderer/src/lib.rs	crates/nuxie-renderer/src/lib.rs	rust:crates/nuxie-renderer/src/lib.rs:1-26858	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/draw.cpp:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	5	include	shaders/constants.glsl	quote	all	campaign-source	renderer/src/shaders/constants.glsl	generic-gpu-implementation	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	6	include	rive/math/bitwise.hpp	quote	all	upstream-global-source	include/rive/math/bitwise.hpp	generic-gpu-implementation	existing-rust:crates/nuxie-renderer/src/gpu.rs	crates/nuxie-renderer/src/gpu.rs	rust:crates/nuxie-renderer/src/gpu.rs:1-1072	existing-complete	verified	reuse-exact-existing-rust-correspondence	cpp:renderer/src/gpu.cpp:6
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	7	include	rive/renderer/gpu.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu.hpp	generic-gpu-implementation	generic-gpu-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	8	include	rive/renderer/render_context.hpp	quote	all	campaign-source	renderer/include/rive/renderer/render_context.hpp	generic-gpu-implementation	generic-render-context-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	9	include	rive/renderer/render_target.hpp	quote	all	campaign-source	renderer/include/rive/renderer/render_target.hpp	generic-gpu-implementation	generic-render-target	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	10	include	rive/renderer/texture.hpp	quote	all	campaign-source	renderer/include/rive/renderer/texture.hpp	generic-gpu-implementation	generic-texture-image	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	11	include	gradient.hpp	quote	all	campaign-source	renderer/src/gradient.hpp	generic-gpu-implementation	generic-gradient	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	12	include	rive_render_paint.hpp	quote	all	campaign-source	renderer/src/rive_render_paint.hpp	generic-gpu-implementation	generic-rive-render-paint	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu.cpp	14	include	generated/shaders/draw_path.vert.exports.h	quote	all	generated-shader-source	renderer/src/shaders/draw_path.vert	generic-gpu-implementation	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu.cpp:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gpu_resource.cpp	5	include	rive/renderer/gpu_resource.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu_resource.hpp	gpu-resource	gpu-resource	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gpu_resource.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gradient.cpp	5	include	gradient.hpp	quote	all	campaign-source	renderer/src/gradient.hpp	generic-gradient	generic-gradient	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gradient.cpp:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gradient.hpp	7	include	rive/renderer/gpu.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu.hpp	generic-gradient	generic-gpu-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gradient.hpp:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gradient.hpp	8	include	rive/renderer.hpp	quote	all	campaign-source	include/rive/renderer.hpp	generic-gradient	generic-renderer-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/src/gradient.hpp:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/gradient.hpp	9	include	array	angle	all	toolchain-header	toolchain:array	generic-gradient	-	toolchain:array	toolchain:array	prepared	verified	toolchain-provided	cpp:renderer/src/gradient.hpp:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	7	include	rive/renderer/gpu.hpp	quote	all	campaign-source	renderer/include/rive/renderer/gpu.hpp	metal-background-shader-compiler	generic-gpu-contract	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.h:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	8	include	rive/renderer/metal/render_context_metal_impl.h	quote	all	campaign-source	renderer/include/rive/renderer/metal/render_context_metal_impl.h	metal-background-shader-compiler	metal-render-context-api	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.h:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	10	include	queue	angle	all	toolchain-header	toolchain:queue	metal-background-shader-compiler	-	toolchain:queue	toolchain:queue	prepared	verified	toolchain-provided	cpp:renderer/src/metal/background_shader_compiler.h:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	11	include	thread	angle	all	toolchain-header	toolchain:thread	metal-background-shader-compiler	-	toolchain:thread	toolchain:thread	prepared	verified	toolchain-provided	cpp:renderer/src/metal/background_shader_compiler.h:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.h	13	import	Metal/Metal.h	angle	all	toolchain-header	toolchain:Metal/Metal.h	metal-background-shader-compiler	-	toolchain:Metal/Metal.h	toolchain:Metal/Metal.h	prepared	verified	toolchain-provided	cpp:renderer/src/metal/background_shader_compiler.h:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	5	include	background_shader_compiler.h	quote	all	campaign-source	renderer/src/metal/background_shader_compiler.h	metal-background-shader-compiler	metal-background-shader-compiler	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	7	include	generated/shaders/metal.glsl.hpp	quote	all	generated-shader-source	renderer/src/shaders/metal.glsl	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	8	include	generated/shaders/constants.glsl.hpp	quote	all	generated-shader-source	renderer/src/shaders/constants.glsl	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	9	include	generated/shaders/flush_uniforms.glsl.hpp	quote	all	generated-shader-source	renderer/src/shaders/flush_uniforms.glsl	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	10	include	generated/shaders/common.glsl.hpp	quote	all	generated-shader-source	renderer/src/shaders/common.glsl	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	11	include	generated/shaders/advanced_blend.glsl.hpp	quote	all	generated-shader-source	renderer/src/shaders/advanced_blend.glsl	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:11
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	12	include	generated/shaders/draw_path_common.glsl.hpp	quote	all	generated-shader-source	renderer/src/shaders/draw_path_common.glsl	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	13	include	generated/shaders/draw_path.vert.hpp	quote	all	generated-shader-source	renderer/src/shaders/draw_path.vert	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	14	include	generated/shaders/draw_raster_order_path.frag.hpp	quote	all	generated-shader-source	renderer/src/shaders/draw_raster_order_path.frag	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:14
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	15	include	generated/shaders/draw_image_mesh.vert.hpp	quote	all	generated-shader-source	renderer/src/shaders/draw_image_mesh.vert	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	16	include	generated/shaders/draw_mesh.frag.hpp	quote	all	generated-shader-source	renderer/src/shaders/draw_mesh.frag	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	21	include	generated/shaders/atomic_draw.glsl.hpp	quote	(!defined(RIVE_IOS))	generated-shader-source	renderer/src/shaders/atomic_draw.glsl	metal-background-shader-compiler	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/background_shader_compiler.mm:21
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/background_shader_compiler.mm	24	include	sstream	angle	all	toolchain-header	toolchain:sstream	metal-background-shader-compiler	-	toolchain:sstream	toolchain:sstream	prepared	verified	toolchain-provided	cpp:renderer/src/metal/background_shader_compiler.mm:24
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	5	include	rive/renderer/metal/render_context_metal_impl.h	quote	all	campaign-source	renderer/include/rive/renderer/metal/render_context_metal_impl.h	metal-render-context-implementation	metal-render-context-api	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	7	include	rive/decoders/astc_footprints.hpp	quote	all	campaign-source	decoders/include/rive/decoders/astc_footprints.hpp	metal-render-context-implementation	generic-astc-footprints	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:7
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	9	include	background_shader_compiler.h	quote	all	campaign-source	renderer/src/metal/background_shader_compiler.h	metal-render-context-implementation	metal-background-shader-compiler	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:9
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	10	include	rive/renderer/buffer_ring.hpp	quote	all	campaign-source	renderer/include/rive/renderer/buffer_ring.hpp	metal-render-context-implementation	generic-buffer-ring	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:10
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	12	include	rive/renderer/render_canvas.hpp	quote	(defined(RIVE_CANVAS))	campaign-source	renderer/include/rive/renderer/render_canvas.hpp	metal-render-context-implementation	generic-render-canvas	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:12
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	13	include	rive/renderer/ore/ore_context_metal.hpp	quote	(defined(RIVE_CANVAS))	campaign-source	renderer/include/rive/renderer/ore/ore_context_metal.hpp	metal-render-context-implementation	ore-context-render-pass	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	15	include	rive/renderer/texture.hpp	quote	all	campaign-source	renderer/include/rive/renderer/texture.hpp	metal-render-context-implementation	generic-texture-image	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:15
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	16	include	rive/renderer/rive_render_buffer.hpp	quote	all	campaign-source	renderer/include/rive/renderer/rive_render_buffer.hpp	metal-render-context-implementation	generic-rive-render-buffer	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:16
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	17	include	shaders/constants.glsl	quote	all	campaign-source	renderer/src/shaders/constants.glsl	metal-render-context-implementation	metal-shader-source-batch	-	-	prepared	verified	required-source-edge	cpp:renderer/src/metal/render_context_metal_impl.mm:17
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	18	include	sstream	angle	all	toolchain-header	toolchain:sstream	metal-render-context-implementation	-	toolchain:sstream	toolchain:sstream	prepared	verified	toolchain-provided	cpp:renderer/src/metal/render_context_metal_impl.mm:18
